property_name,property_type,society,sector,price,pricepersqft,area,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,nearbyLocations,description,rating,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,Water Purifier,Chimney,Fridge,Washing Machine,Geyser,Dining Table,AC,Modular Kitchen,Fan,Light,Sofa,Bed,Microwave,Exhaust Fan,TV,Wardrobe,Stove,Curtains,furnish_type,luxury_score,area_room_ratio,latitude,longitude
3 BHK Flat in Mahendra Hills,flat,Opera c block,malkajgiri,1.29,9605.36113179449,1343.0,Built Up area: 1405 (130.53 sq.m.),3.0,3.0,1,"East Marredpally, Mahendra Hills, Secunderabad, Hyderabad",2.0,East,New Property,50.0,"Looking for a 3 bhk property in prime location for sale in secunderabad? Buy this 3 bhk flat in legend opera that is situated in mahendra hills, secunderabad. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a carpet area of 1405 sq.Ft. The flat has a total of 5 floors and this property is situated on 2nd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move.","['Environment4 out of 5', 'Safety4 out of 5', 'Connectivity3.8 out of 5', 'Lifestyle3.6 out of 5']",,1405.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,447.6666666666667,17.4503,78.5322
4 BHK Flat in Asif Nagar,flat,A H Residency Penthouse,asif nagar,1.25,2500.0,5000.0,Super Built up area 5000(464.52 sq.m.),4.0,4.0,0,"12-1-593/594 Asif Nagar,near Mumtaz Masjid, Asif Nagar, Hyderabad, Hyderabad",5.0,,Old Property,50.0,"This 4 bhk apartment is available for sale in a h residency penthouse, one of the most prominent projects for flats in asif nagar, hyderabad. Constructed on a super built up area of 5000 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms . This flat is situated on the 5th floor of this 6 floors tall residential building. This 10+ years old property is available for immediate possession as the project is ready to move.
5th floor penthouse
4 bathroom, 1 dining hall,1 livingroom,1 hall, and terrace 2000sqft.
Builtup area 3000sqft. There is a water tank","['Environment3.8 out of 5', 'Safety4.2 out of 5', 'Connectivity4 out of 5', 'Lifestyle4.1 out of 5']",5000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1250.0,17.3868,78.4539
3 BHK Flat in Vanasthalipuram,flat,Sri Sai Residency,vanasthalipuram,1.2,6000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3.0,3.0,3,"Plot No: 417, Road No: 12, Srinivasapuram Colony, Vanasthalipuram, Hyderabad, Hyderabad",1.0,North-East,Under Construction,50.0,"The apartment is 1.3 km away from vijayawada highway, 0.7 km away from nagarjuna sagar highway, and 2.5 km away from lb nagar metro station. The apartment is close to various schools, hospitals, and shopping malls.","['Environment4.3 out of 5', 'Safety4.3 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.4 out of 5']",2000.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,666.6666666666666,17.3317,78.5754
2 BHK Flat in Nallagandla,flat,Aakriti Miro,nallagandla,0.88,6201.550387596899,1419.0,Super Built up area 1214(112.78 sq.m.),2.0,2.0,2,"A905, Nallagandla, Hyderabad, Hyderabad",9.0,East,New Property,13.0,"Situated in nallagandla, hyderabad, aakriti miro is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in hyderabad is your opportunity to be a part of this community. The flat is facing the east direction. The flat is over 1214 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 9th level of a 14 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. This flat is located near close to metro station, close to school, close to hospital and close to market. Aakriti miro is designed very well to provide modern facilities such as park, lift(s), fitness centre / gym, swimming pool and club house / community center. The project provides access to clean water through municipal corporation supply.","['Environment4 out of 5', 'Safety4.1 out of 5', 'Connectivity4 out of 5', 'Lifestyle4.1 out of 5']",1214.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,709.5,17.4748,78.3103
3 BHK Flat in Malkajgiri,flat,Meghana Nivas,malkajgiri,1.1,5500.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3.0,3.0,2,"Malkajgiri, Secunderabad, Hyderabad",1.0,,Relatively New,50.0,"West facing, fully vastu compliant, spacious rooms, open kitchen, open from three sides, overlooking park and mandir, all amenities like schools, banks, mkt, hospital within less than one km , army ta and rpf trg centre within 500 mtr, secure location, great connectivity, no water problem ( Borewell and tap water), green areas with ample shade, greatly suitable even with families with elderly people...","['Environment4 out of 5', 'Safety4.3 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5']",,,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,31.0,666.6666666666666,17.4503,78.5322
3 BHK Flat in Kapra,flat,Sri Tirumala Harmony,kapra,0.7,6124.234470691164,1143.0,Carpet area: 1143 (106.19 sq.m.),3.0,3.0,1,"137, 1st Floor, Kapra, Hyderabad, Hyderabad",1.0,North-East,Moderately Old,45.0,"Great community to live, play area for kids, gym, swimming pool and free parking space. Safety is there which is the most important","['Environment3.9 out of 5', 'Safety4 out of 5', 'Connectivity4.1 out of 5', 'Lifestyle4.1 out of 5']",,,1143.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,381.0,17.4885,78.5682
2 BHK Flat in Uppal,flat,Acropolis Tulip,uppal,0.58,5461.393596986817,1062.0,Built Up area: 1025 (95.23 sq.m.)Carpet area: 1024 sq.ft. (95.13 sq.m.),2.0,2.0,2,"Uppal, Hyderabad, Hyderabad",2.0,East,New Property,50.0,"Super delux quality construction.Total 5 floors 20flats totally,
4 flats for each floor.","['Environment3.9 out of 5', 'Safety4.2 out of 5', 'Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5']",,1025.0,1024.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,531.0,17.3984,78.5583
3 BHK Flat in Hastinapuram,flat,HSR Sri Rama Chandra Mano,hastinapuram,1.3,7046.070460704607,1845.0,Carpet area: 1845 (171.41 sq.m.),3.0,3.0,2,"Hastinapuram, Hyderabad, Hyderabad",6.0,East,New Property,50.0,"This is a land of luxury, an imperial address embellished with new-Age amenities and world-Class facilities offered in a brand new, unoccupied spacious unfurnished 3bhk flat in gated community in hastinapurm central with two balconies and amenities such as swimming pool, children play area, sports area, walking, jogging track, community hall, gymnasium. Fast growing area with a lot of similar gated community projects upcoming near this apartment. Vastu-Compliant living space, east-Facing. The whole building architecture is designed to allow cross ventilation for free flow of fresh air, these spaces are easy to breath in.","['Environment4.2 out of 5', 'Safety4.3 out of 5', 'Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5']",,,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,615.0,17.3168,78.5513
2 BHK Flat in Alkapuri,flat,Aryamitra Tangrilla,alkapuri,0.7,6369.426751592357,1099.0,Super Built up area 1020(94.76 sq.m.),2.0,2.0,2,"Alkapuri, Hyderabad, Hyderabad",1.0,South-West,Moderately Old,50.0,"Very close to financial district and approach road from narsingi is about to open which would make commuting more easy to financial district. Lot of schools and hospitals nearby. 
This flat has a very good ventilation and empty space infront of this flat is huge which is a big advantage.Also i have 2 car parkings and both parkings are in stilt floor. Very good water source as there is a lake almost a block behind apartment. So no issue with water in all seasons. For further details contact me. Very near to narsingi orr","['Environment3.9 out of 5', 'Safety3.9 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4 out of 5']",1020.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,108.0,549.5,17.3686,78.554
2 BHK Flat in Medipally,flat,Siva Keerthi Apartment,medipally,0.42,3954.8022598870057,1062.0,Carpet area: 1062 (98.66 sq.m.),2.0,2.0,2,"G3 Flat, Medipally, Hyderabad, Hyderabad",0.0,East,Relatively New,49.0,"Siva keerthi apartment, located in the popular residential address of medipally, hyderabad. This apartment is one of the most preferred destinations for apartments in hyderabad due to its prime location, which is at a walkable distance to dmart & warangal highway. 
The apartment features a false ceiling and beautiful interior design in each room
The property has a uds of 30 sqyds and is a 2 bhk flat facing the east direction. The flat is over 1062 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on the ground floor. This 10-Year-Old property is available for immediate possession as the project is ready to move. All the modern amenities such as lift(s) will make life easier for you. Thank you for your time and consideration.","['Environment4 out of 5', 'Safety4.3 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4 out of 5']",,,1062.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,87.0,531.0,17.4078,78.6023
3 BHK Flat in Bachupally,flat,Kowsalya Manidweepam,bachupally,1.25,6500.260010400416,1923.0,Super Built up area 1700(157.94 sq.m.),3.0,3.0,1,"Bachupally, Hyderabad, Hyderabad",1.0,East,New Property,8.0,"Good construction quality.Project is 4.05 acres and located on main road and it is very nearer to all prime locations.And it is 3 blocks,every block has g+5 floors. Fully gated community with all amenities,club house
This flat is east facing and it's balcony view is main road with full ventilation , 1700 square feet and 63 square yards of land sharing.","['Environment4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5']",1700.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,641.0,17.5513,78.3855
3 BHK Flat in Kondapur,flat,Aparna Hights 1,kondapur,1.56,13000.0,1200.0,Super Built up area 1495(138.89 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,1,"Kondapur, Hyderabad, Hyderabad",9.0,West,Old Property,49.0,"A spacious 3bhk with excellent light and cross ventilation along with full wood work, modular kitchen, 4 acs, 2 geysers and 2 covered car parking for sale in aparna hights 1 botanical garden road, kondapur. It's a luxury gated community with indoor swimming pool, gym, badminton, club house and kids play area. Has higher carpet area compared to current constructions.","['Environment4.1 out of 5', 'Safety4.2 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.3 out of 5']",1495.0,,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,123.0,400.0,17.4699,78.3578
3 BHK Flat in Hyder Nagar,flat,Kavya Greens,hyder nagar,0.9,6923.076923076923,1300.0,Built Up area: 1490 (138.43 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,2.0,2,"Hyder Nagar, Hyderabad, Hyderabad",3.0,East,Old Property,47.0,"This beautiful 3 bhk flat in hyder nagar, hyderabad is situated in svs kavya greens, one of the popular residential society in hyderabad. Constructed on a built up area of 1490 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms, 1 balcony and 1 utility. The flat has a total of 5 floors and this property is situated on 3rd floor. Being a ready to move project, you can expect immediate possession.It is a peaceful locality closer to metro station, hospitals, theaters and shopping malls. This flat has a very good corridor for sitout and for growing plants. A very well maintained apartment with all essentials available in walking distance.","['Environment4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5']",,1490.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,98.0,433.3333333333333,17.5011,78.3852
2 BHK Flat in Prasanth Nagar,flat,Aliens Elite,miyapur,0.45,5944.517833553501,757.0,Built Up area: 757 (70.33 sq.m.),2.0,2.0,0,"Prasanth Nagar, Hyderabad, Hyderabad",4.0,West,Old Property,50.0,Good society with all amenities.,,,757.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,45.0,378.5,17.5169,78.3428
2 BHK Flat in Manikonda,flat,RR Village Pointe,manikonda,1.15,8894.044856921888,1293.0,Super Built up area 1237(114.92 sq.m.),2.0,2.0,1,"106, Manikonda, Hyderabad, Hyderabad",1.0,East,Relatively New,49.0,"Looking for a 2 bhk property for sale in hyderabad? 
Buy this 2 bhk flat in rr village pointe that is situated in manikonda, hyderabad. 
The flat occupies a super built up area of 1237 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. 
This flat lies on the 1st level of a g + 5 storey building. 
Being a ready to move project, you can expect immediate possession of this 1-5 years old property.","['Environment4.2 out of 5', 'Safety4.3 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.4 out of 5']",1237.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,12.0,1.0,109.0,646.5,17.4062,78.3763
2 BHK Flat in Uppal,flat,NSL EastCounty,uppal,1.2,9022.556390977445,1330.0,Built Up area: 1330 (123.56 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,1,"Uppal, Hyderabad, Hyderabad",12.0,East,New Property,50.0,"Nsl east county is one of hyderabad's most sought after destination for residential apartments and this 2 bhk flat in uppal is your opportunity to be a part of this community. This is a east-Facing property. The floor plan additionally contains 2 bathrooms and 1 balcony. All in all, the flat is spread over an carpet area of 1330 sq.Ft.. The property is located on the 12th floor of a 24 floor tall building. As the property is currently under construction , you can expect to get the possession by 3 months. The society complex is in the close vicinity of close to metro station, close to school, close to hospital, close to mall, making it an ideal home for a relaxed lifestyle. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, water softening plant, grocery shop, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking, maintenance staff, security personnel.","['Environment3.9 out of 5', 'Safety4.2 out of 5', 'Connectivity4.4 out of 5', 'Lifestyle4.3 out of 5']",,1330.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,665.0,17.3984,78.5583
2 BHK Flat in Miyapur,flat,Urbanrise Spring is in the Air,miyapur,0.58,5997.931747673216,967.0,Super Built up area 918(85.28 sq.m.)Built Up area: 810 sq.ft. (75.25 sq.m.),2.0,2.0,1,"Flat No. C-1217, Block C 12th Floor North Facing, Miyapur, Hyderabad, Hyderabad",12.0,North,New Property,4.0,"This project is adjacent to vediri township and very near to miyapur metro station and just 10km distance to gachibowli it corridor. Hospitals, schools and shopping malls in 2km to 3km radius.","['Environment4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5', 'Lifestyle4.2 out of 5']",918.0,810.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,483.5,17.5169,78.3428
3 BHK Flat in Madinaguda,flat,Janapriya Nile Valley,madinaguda,1.15,11722.731906218143,981.0,Super Built up area 1420(131.92 sq.m.)Carpet area: 980.53 sq.ft. (91.09 sq.m.),3.0,3.0,2,"Madinaguda, Hyderabad, Hyderabad",9.0,North,Relatively New,49.0,"Check out this 3 bhk apartment for sale in janapriya nile valley, a popular residential project that houses in-Demand flats in madinaguda, hyderabad. The flat is facing the north direction. Constructed on a super built up area of 1420 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 10 floors in total and the flat for sale is located on the 9th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. Another plus point for this is that it is situated near close to mall, close to metro station, close to school and close to hospital. Janapriya nile valley is designed very well to provide modern facilities such as maintenance staff, visitor parking, park and lift(s). The project provides access to clean water through borewell/tank and municipal corporation supply.","['Environment4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5', 'Lifestyle4.2 out of 5']",1420.0,,980.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,327.0,17.5004,78.3387
3 BHK Flat in Bhanur,flat,society,bhanur,0.58,3835.978835978836,1512.0,Super Built up area 1512(140.47 sq.m.),3.0,3.0,2,"Bhanur, Hyderabad, Hyderabad",3.0,East,New Property,3.0,"Society is one of hyderabad's most sought after destination for apartments and this 3 bhk flat in bhanur is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1512 sq.Ft. The residential building has 5 floors in total and the flat for sale is located on the 3rd floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified flooring options. The residents of this project enjoy a 24*7 access to clean water.","['Environment4.1 out of 5', 'Safety4 out of 5', 'Connectivity4.1 out of 5', 'Lifestyle4 out of 5']",1512.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,504.0,17.4736,78.1735
